0.	19.956239934020687
0.2	15.420308112910485
0.4	11.776795489788615
0.6	8.964687334249128
0.8	6.033088179793594
1.	4.293951112359012
1.2	2.754050711330308
1.4	1.160820978030839
1.6	0.5998198665056567
1.8	-0.6089582849073351
2.	-1.0801968310921772
2.2	-1.7573250069082416
2.4	-2.3047564993631746
2.6	-3.1247872542926007
2.8	-3.402370816804652
3.	-3.740297898251133
3.2	-3.5747440252347173
3.4	-4.226463198659115
3.6	-4.221573709441645
3.8	-4.366003001783449
4.	-4.119998372934945
4.2	-4.7538023181828395
4.4	-4.613914246324251
4.6	-4.625824677934397
4.8	-4.67816220016521
5.	-4.442974484445744
