0.000000 100.040190
0.100000 96.743113
0.200000 94.109460
0.300000 91.232492
0.400000 88.327504
0.500000 85.846141
0.600000 83.681284
0.700000 81.634416
0.800000 79.555652
0.900000 77.603427
1.000000 75.712445
1.100000 73.703178
1.200000 72.778226
1.300000 70.340777
1.400000 68.800209
1.500000 67.653250
1.600000 66.054366
1.700000 64.252947
1.800000 63.761928
1.900000 62.495594
2.000000 61.330908
2.100000 59.918807
2.200000 58.584642
2.300000 57.462697
2.400000 56.419265
2.500000 55.827146
2.600000 54.141673
2.700000 53.362694
2.800000 52.283772
2.900000 52.426148
3.000000 50.528605
3.100000 49.988629
3.200000 49.262790
3.300000 48.807877
3.400000 48.053657
3.500000 47.202176
3.600000 46.979793
3.700000 45.771935
3.800000 45.335612
3.900000 44.227932
4.000000 43.905795
4.100000 43.116995
4.200000 43.132655
4.300000 42.383201
4.400000 41.830798
4.500000 41.401264
4.600000 40.376673
4.700000 40.172521
4.800000 39.460231
4.900000 38.901381
5.000000 38.510278
5.100000 37.933257
5.200000 37.523129
5.300000 37.022250
5.400000 36.382933
5.500000 36.081655
5.600000 35.563695
5.700000 35.355823
5.800000 35.431294
5.900000 34.419314
6.000000 34.201883
6.100000 34.038264
6.200000 33.159539
6.300000 32.847542
6.400000 33.012186
6.500000 32.423420
6.600000 32.200017
6.700000 32.062575
6.800000 31.557232
6.900000 31.504685
7.000000 31.312816
7.100000 30.654257
7.200000 29.463486
7.300000 29.398216
7.400000 29.934114
7.500000 29.232213
7.600000 29.001724
7.700000 28.606288
7.800000 28.795080
7.900000 29.028443
8.000000 28.020322
8.100000 27.720886
8.200000 27.640692
8.300000 26.956033
8.400000 27.193325
8.500000 26.641667
8.600000 26.358215
8.700000 26.519426
8.800000 26.528735
8.900000 26.135727
9.000000 25.432600
9.100000 25.529732
9.200000 24.982792
9.300000 24.614622
9.400000 25.034466
9.500000 25.068545
9.600000 24.561416
9.700000 24.342390
9.800000 23.878588
9.900000 24.538218
10.000000 23.142196
